window_start,1-0,1-1,2-0,3-0,3-1
2016-09-27 10:00:00,50,79,96,136,80
2016-09-27 10:20:00,35,89,66,118,69
2016-09-27 10:40:00,58,97,56,99,88
2016-09-27 11:00:00,31,89,50,102,55
2016-09-27 11:20:00,47,89,53,99,51
2016-09-27 11:40:00,33,74,65,86,79
2016-09-27 12:00:00,34,88,49,97,96
2016-09-27 12:20:00,44,80,62,93,90
2016-09-27 12:40:00,37,74,66,102,84
2016-09-27 13:00:00,57,89,68,129,95
2016-09-27 13:20:00,54,113,82,119,91
2016-09-27 13:40:00,90,101,32,113,99
2016-09-27 14:00:00,54,89,51,91,82
2016-09-27 14:20:00,47,93,55,115,86
2016-09-27 14:40:00,38,105,66,108,91
2016-09-27 15:00:00,39,117,68,108,75
2016-09-27 15:20:00,47,96,84,118,106
2016-09-27 15:40:00,44,112,71,114,70
2016-09-27 16:00:00,58,79,71,115,72
2016-09-27 16:20:00,53,97,67,83,91
2016-09-27 16:40:00,48,119,83,153,84
2016-09-27 17:00:00,52,94,93,138,76
2016-09-27 17:20:00,77,142,21,140,73
2016-09-27 17:40:00,45,110,59,104,82
2016-09-27 18:00:00,30,76,43,92,83
2016-09-27 18:20:00,18,85,64,72,81
2016-09-27 18:40:00,12,64,60,74,83
2016-09-27 19:00:00,40,45,24,51,53
2016-09-27 19:20:00,37,50,29,65,56
2016-09-27 19:40:00,55,31,8,64,48
2016-09-27 20:00:00,47,45,12,56,62
2016-09-27 20:20:00,51,36,6,51,34
2016-09-27 20:40:00,44,45,14,29,38
2016-09-27 21:00:00,34,22,12,36,39
2016-09-27 21:20:00,39,34,7,41,23
2016-09-27 21:40:00,26,29,11,32,45
2016-09-27 22:00:00,26,19,4,32,20
2016-09-27 22:20:00,20,16,6,21,30
2016-09-27 22:40:00,16,19,3,24,20
2016-09-27 23:00:00,12,11,8,4,17
2016-09-27 23:20:00,4,17,12,15,9
2016-09-27 23:40:00,3,22,0,14,14
2016-09-28 00:00:00,7,130,4,16,132
2016-09-28 00:20:00,5,47,3,11,95
2016-09-28 00:40:00,16,33,1,19,75
2016-09-28 01:00:00,10,5,1,23,7
2016-09-28 01:20:00,9,6,2,29,7
2016-09-28 01:40:00,7,9,1,13,6
2016-09-28 02:00:00,5,7,0,14,9
2016-09-28 02:20:00,4,10,0,14,6
2016-09-28 02:40:00,9,14,0,16,10
2016-09-28 03:00:00,6,5,0,20,4
2016-09-28 03:20:00,12,12,0,7,8
2016-09-28 03:40:00,13,19,0,13,7
2016-09-28 04:00:00,9,21,0,10,10
2016-09-28 04:20:00,7,17,0,19,6
2016-09-28 04:40:00,14,15,0,8,10
2016-09-28 05:00:00,22,31,3,14,8
2016-09-28 05:20:00,22,31,4,13,14
2016-09-28 05:40:00,19,31,8,18,21
2016-09-28 06:00:00,30,35,5,28,24
2016-09-28 06:20:00,49,62,13,37,36
2016-09-28 06:40:00,50,52,26,84,43
2016-09-28 07:00:00,91,79,34,119,75
2016-09-28 07:20:00,74,69,48,132,58
2016-09-28 07:40:00,104,108,34,135,83
2016-09-28 08:00:00,128,95,32,139,110
2016-09-28 08:20:00,137,105,41,148,132
2016-09-28 08:40:00,104,118,35,156,131
2016-09-28 09:00:00,111,94,35,145,143
2016-09-28 09:20:00,121,109,23,132,132
2016-09-28 09:40:00,136,103,21,133,84
2016-09-28 10:00:00,109,78,19,100,74
2016-09-28 10:20:00,89,116,12,92,72
2016-09-28 10:40:00,110,93,13,96,80
2016-09-28 11:00:00,88,91,16,77,72
2016-09-28 11:20:00,91,77,13,91,86
2016-09-28 11:40:00,78,91,9,75,63
2016-09-28 12:00:00,87,87,18,82,106
2016-09-28 12:20:00,89,75,10,97,77
2016-09-28 12:40:00,102,96,15,103,57
2016-09-28 13:00:00,104,96,18,96,86
2016-09-28 13:20:00,101,88,15,115,101
2016-09-28 13:40:00,95,93,15,121,89
2016-09-28 14:00:00,103,75,12,98,111
2016-09-28 14:20:00,110,83,16,80,89
2016-09-28 14:40:00,89,114,7,102,99
2016-09-28 15:00:00,91,90,11,106,83
2016-09-28 15:20:00,97,97,15,105,86
2016-09-28 15:40:00,88,83,10,107,86
2016-09-28 16:00:00,105,100,18,123,81
2016-09-28 16:20:00,97,65,29,99,91
2016-09-28 16:40:00,45,78,76,129,88
2016-09-28 17:00:00,31,86,56,115,86
2016-09-28 17:20:00,37,113,79,114,73
2016-09-28 17:40:00,31,112,69,125,76
2016-09-28 18:00:00,26,80,43,77,68
2016-09-28 18:20:00,24,69,54,66,56
2016-09-28 18:40:00,18,64,52,70,59
2016-09-28 19:00:00,28,39,42,49,50
2016-09-28 19:20:00,26,39,54,46,72
2016-09-28 19:40:00,17,40,48,63,41
2016-09-28 20:00:00,20,30,48,53,25
2016-09-28 20:20:00,24,35,42,52,18
2016-09-28 20:40:00,17,35,29,56,28
2016-09-28 21:00:00,24,17,31,47,26
2016-09-28 21:20:00,11,31,35,35,35
2016-09-28 21:40:00,16,18,19,28,26
2016-09-28 22:00:00,7,7,18,18,16
2016-09-28 22:20:00,9,22,12,17,24
2016-09-28 22:40:00,5,9,14,17,17
2016-09-28 23:00:00,11,6,6,25,12
2016-09-28 23:20:00,20,12,1,22,20
2016-09-28 23:40:00,11,17,2,18,12
2016-09-29 00:00:00,4,117,1,13,137
2016-09-29 00:20:00,9,79,4,17,63
2016-09-29 00:40:00,7,51,0,7,82
2016-09-29 01:00:00,3,12,0,17,9
2016-09-29 01:20:00,6,13,0,21,6
2016-09-29 01:40:00,11,9,0,19,4
2016-09-29 02:00:00,7,6,0,5,14
2016-09-29 02:20:00,4,13,0,10,4
2016-09-29 02:40:00,4,6,0,12,4
2016-09-29 03:00:00,3,9,0,8,6
2016-09-29 03:20:00,7,19,0,15,3
2016-09-29 03:40:00,9,12,0,9,3
2016-09-29 04:00:00,10,13,0,16,2
2016-09-29 04:20:00,10,21,0,12,5
2016-09-29 04:40:00,16,18,0,13,5
2016-09-29 05:00:00,6,25,12,11,6
2016-09-29 05:20:00,5,28,9,16,14
2016-09-29 05:40:00,4,28,11,17,12
2016-09-29 06:00:00,4,32,15,23,16
2016-09-29 06:20:00,9,36,14,41,25
2016-09-29 06:40:00,18,54,32,75,32
2016-09-29 07:00:00,25,48,68,100,48
2016-09-29 07:20:00,30,58,72,116,55
2016-09-29 07:40:00,30,83,88,121,60
2016-09-29 08:00:00,41,97,105,149,103
2016-09-29 08:20:00,48,102,99,141,105
2016-09-29 08:40:00,50,122,114,145,123
2016-09-29 09:00:00,47,97,117,128,130
2016-09-29 09:20:00,40,113,102,106,111
2016-09-29 09:40:00,48,83,82,105,121
2016-09-29 10:00:00,56,101,82,126,80
2016-09-29 10:20:00,51,98,85,117,91
2016-09-29 10:40:00,40,114,80,97,77
2016-09-29 11:00:00,39,71,48,95,85
2016-09-29 11:20:00,41,72,45,95,81
2016-09-29 11:40:00,36,83,62,100,68
2016-09-29 12:00:00,35,100,69,88,97
2016-09-29 12:20:00,35,83,78,92,83
2016-09-29 12:40:00,43,93,75,94,94
2016-09-29 13:00:00,50,74,69,101,83
2016-09-29 13:20:00,24,83,66,129,76
2016-09-29 13:40:00,43,77,75,111,95
2016-09-29 14:00:00,48,78,66,125,98
2016-09-29 14:20:00,43,66,67,110,84
2016-09-29 14:40:00,55,91,64,82,83
2016-09-29 15:00:00,53,78,82,85,93
2016-09-29 15:20:00,65,53,78,88,86
2016-09-29 15:40:00,53,94,85,130,97
2016-09-29 16:00:00,60,67,71,108,94
2016-09-29 16:20:00,50,103,78,125,110
2016-09-29 16:40:00,47,81,86,122,86
2016-09-29 17:00:00,30,94,78,105,96
2016-09-29 17:20:00,30,91,70,110,107
2016-09-29 17:40:00,30,130,71,90,111
2016-09-29 18:00:00,22,77,70,42,76
2016-09-29 18:20:00,26,70,67,9,68
2016-09-29 18:40:00,25,87,58,43,56
2016-09-29 19:00:00,18,49,45,68,15
2016-09-29 19:20:00,27,52,44,54,37
2016-09-29 19:40:00,22,35,41,46,17
2016-09-29 20:00:00,30,46,25,49,19
2016-09-29 20:20:00,16,33,26,51,52
2016-09-29 20:40:00,21,37,40,53,22
2016-09-29 21:00:00,24,28,28,65,18
2016-09-29 21:20:00,16,32,43,43,29
2016-09-29 21:40:00,17,31,41,32,28
2016-09-29 22:00:00,15,21,26,26,19
2016-09-29 22:20:00,11,35,22,24,24
2016-09-29 22:40:00,7,25,12,21,20
2016-09-29 23:00:00,3,9,26,27,15
2016-09-29 23:20:00,5,11,21,19,13
2016-09-29 23:40:00,8,12,7,7,10
2016-09-30 00:00:00,18,233,7,31,296
2016-09-30 00:20:00,16,212,2,18,279
2016-09-30 00:40:00,8,165,2,14,239
2016-09-30 01:00:00,12,10,1,21,6
2016-09-30 01:20:00,9,6,2,19,9
2016-09-30 01:40:00,10,6,0,16,6
2016-09-30 02:00:00,5,9,0,10,4
2016-09-30 02:20:00,4,9,0,13,11
2016-09-30 02:40:00,7,4,0,13,8
2016-09-30 03:00:00,10,15,0,12,3
2016-09-30 03:20:00,8,20,0,8,7
2016-09-30 03:40:00,16,20,0,11,4
2016-09-30 04:00:00,19,15,0,10,8
2016-09-30 04:20:00,9,17,0,19,8
2016-09-30 04:40:00,21,17,0,16,6
2016-09-30 05:00:00,7,29,11,9,11
2016-09-30 05:20:00,3,36,19,18,9
2016-09-30 05:40:00,9,29,16,22,13
2016-09-30 06:00:00,10,45,35,23,21
2016-09-30 06:20:00,17,50,37,58,44
2016-09-30 06:40:00,24,60,52,83,44
2016-09-30 07:00:00,29,67,77,118,68
2016-09-30 07:20:00,31,104,86,116,70
2016-09-30 07:40:00,44,95,104,134,84
2016-09-30 08:00:00,46,126,114,148,113
2016-09-30 08:20:00,48,112,104,177,121
2016-09-30 08:40:00,47,141,107,119,147
2016-09-30 09:00:00,60,132,91,179,116
2016-09-30 09:20:00,61,134,92,144,131
2016-09-30 09:40:00,63,97,75,105,120
2016-09-30 10:00:00,80,106,80,147,102
2016-09-30 10:20:00,82,133,73,119,103
2016-09-30 10:40:00,71,137,77,130,105
2016-09-30 11:00:00,55,99,84,117,108
2016-09-30 11:20:00,48,107,58,108,97
2016-09-30 11:40:00,55,121,70,113,95
2016-09-30 12:00:00,74,146,69,121,107
2016-09-30 12:20:00,86,150,100,145,119
2016-09-30 12:40:00,99,127,117,152,112
2016-09-30 13:00:00,108,150,109,155,150
2016-09-30 13:20:00,98,124,106,153,108
2016-09-30 13:40:00,95,142,123,146,130
2016-09-30 14:00:00,88,123,109,162,134
2016-09-30 14:20:00,71,116,111,166,131
2016-09-30 14:40:00,84,122,69,125,138
2016-09-30 15:00:00,75,114,138,143,91
2016-09-30 15:20:00,80,96,133,169,119
2016-09-30 15:40:00,124,77,135,206,114
2016-09-30 16:00:00,130,63,129,233,88
2016-09-30 16:20:00,132,110,148,206,110
2016-09-30 16:40:00,117,102,143,205,106
2016-09-30 17:00:00,87,67,131,216,73
2016-09-30 17:20:00,98,86,133,208,111
2016-09-30 17:40:00,133,93,52,141,116
2016-09-30 18:00:00,137,17,25,152,32
2016-09-30 18:20:00,172,19,32,140,45
2016-09-30 18:40:00,156,39,27,116,26
2016-09-30 19:00:00,156,19,20,91,24
2016-09-30 19:20:00,154,16,23,89,20
2016-09-30 19:40:00,166,23,21,69,26
2016-09-30 20:00:00,159,12,17,81,14
2016-09-30 20:20:00,149,12,15,72,14
2016-09-30 20:40:00,182,21,16,80,22
2016-09-30 21:00:00,151,7,14,95,9
2016-09-30 21:20:00,162,6,13,63,13
2016-09-30 21:40:00,137,2,11,56,15
2016-09-30 22:00:00,123,3,10,72,7
2016-09-30 22:20:00,107,15,9,55,20
2016-09-30 22:40:00,117,11,9,38,10
2016-09-30 23:00:00,101,16,11,36,12
2016-09-30 23:20:00,70,14,7,48,13
2016-09-30 23:40:00,45,17,13,45,12
2016-10-01 00:00:00,86,23,1,62,27
2016-10-01 00:20:00,63,9,4,49,18
2016-10-01 00:40:00,56,14,4,40,18
2016-10-01 01:00:00,65,0,0,47,1
2016-10-01 01:20:00,56,2,2,35,5
2016-10-01 01:40:00,43,0,1,36,6
2016-10-01 02:00:00,31,1,0,26,1
2016-10-01 02:20:00,48,1,0,32,3
2016-10-01 02:40:00,46,1,1,24,5
2016-10-01 03:00:00,41,6,2,24,3
2016-10-01 03:20:00,48,2,2,24,3
2016-10-01 03:40:00,46,4,2,39,6
2016-10-01 04:00:00,59,4,3,25,7
2016-10-01 04:20:00,81,4,2,31,2
2016-10-01 04:40:00,101,3,4,31,3
2016-10-01 05:00:00,142,5,3,49,8
2016-10-01 05:20:00,151,14,14,48,7
2016-10-01 05:40:00,193,11,9,50,9
2016-10-01 06:00:00,213,6,16,55,11
2016-10-01 06:20:00,257,19,10,96,19
2016-10-01 06:40:00,275,2,13,83,13
2016-10-01 07:00:00,267,17,19,94,15
2016-10-01 07:20:00,244,7,13,102,12
2016-10-01 07:40:00,233,10,20,134,25
2016-10-01 08:00:00,217,5,14,107,18
2016-10-01 08:20:00,210,11,14,136,12
2016-10-01 08:40:00,198,15,10,145,17
2016-10-01 09:00:00,251,21,11,165,15
2016-10-01 09:20:00,249,22,13,171,8
2016-10-01 09:40:00,242,9,9,122,16
2016-10-01 10:00:00,281,5,11,147,8
2016-10-01 10:20:00,204,13,10,166,10
2016-10-01 10:40:00,212,12,16,145,10
2016-10-01 11:00:00,202,13,10,133,15
2016-10-01 11:20:00,195,15,10,116,8
2016-10-01 11:40:00,188,4,16,108,12
2016-10-01 12:00:00,200,12,10,101,15
2016-10-01 12:20:00,215,9,8,115,12
2016-10-01 12:40:00,237,17,11,103,19
2016-10-01 13:00:00,239,18,7,116,11
2016-10-01 13:20:00,207,15,11,110,10
2016-10-01 13:40:00,224,13,13,115,14
2016-10-01 14:00:00,246,13,18,114,11
2016-10-01 14:20:00,213,14,9,120,8
2016-10-01 14:40:00,244,11,12,119,19
2016-10-01 15:00:00,203,5,8,131,17
2016-10-01 15:20:00,183,11,8,122,13
2016-10-01 15:40:00,179,14,8,101,20
2016-10-01 16:00:00,188,9,11,107,8
2016-10-01 16:20:00,208,11,10,105,8
2016-10-01 16:40:00,162,9,13,103,9
2016-10-01 17:00:00,161,12,12,72,11
2016-10-01 17:20:00,134,14,9,93,12
2016-10-01 17:40:00,97,4,4,90,6
2016-10-01 18:00:00,99,8,7,89,11
2016-10-01 18:20:00,82,5,6,61,6
2016-10-01 18:40:00,89,11,5,71,6
2016-10-01 19:00:00,76,8,3,62,13
2016-10-01 19:20:00,77,1,2,50,7
2016-10-01 19:40:00,94,6,1,76,11
2016-10-01 20:00:00,88,4,6,63,8
2016-10-01 20:20:00,68,13,4,58,8
2016-10-01 20:40:00,79,3,3,77,8
2016-10-01 21:00:00,51,6,3,61,7
2016-10-01 21:20:00,52,9,2,41,14
2016-10-01 21:40:00,52,8,2,45,7
2016-10-01 22:00:00,46,7,5,39,7
2016-10-01 22:20:00,23,6,0,35,6
2016-10-01 22:40:00,41,4,1,19,3
2016-10-01 23:00:00,35,3,1,35,2
2016-10-01 23:20:00,16,3,2,2,2
2016-10-01 23:40:00,0,2,3,0,5
2016-10-02 00:00:00,13,18,0,15,25
2016-10-02 00:20:00,7,16,0,16,13
2016-10-02 00:40:00,3,18,0,21,18
2016-10-02 01:00:00,3,1,0,21,2
2016-10-02 01:20:00,9,1,0,22,5
2016-10-02 01:40:00,4,3,0,12,1
2016-10-02 02:00:00,18,1,0,13,6
2016-10-02 02:20:00,6,2,0,16,1
2016-10-02 02:40:00,4,3,0,19,1
2016-10-02 03:00:00,10,7,0,24,1
2016-10-02 03:20:00,10,6,0,11,1
2016-10-02 03:40:00,4,9,0,14,5
2016-10-02 04:00:00,9,10,0,10,4
2016-10-02 04:20:00,10,12,0,24,5
2016-10-02 04:40:00,28,10,0,13,6
2016-10-02 05:00:00,27,13,0,16,4
2016-10-02 05:20:00,28,19,0,15,6
2016-10-02 05:40:00,45,23,0,30,16
2016-10-02 06:00:00,64,10,0,36,4
2016-10-02 06:20:00,79,30,0,47,16
2016-10-02 06:40:00,73,17,0,61,8
2016-10-02 07:00:00,163,18,0,74,12
2016-10-02 07:20:00,164,19,0,94,16
2016-10-02 07:40:00,168,21,0,95,14
2016-10-02 08:00:00,203,19,0,133,13
2016-10-02 08:20:00,237,13,15,141,14
2016-10-02 08:40:00,277,6,18,146,8
2016-10-02 09:00:00,266,14,14,175,24
2016-10-02 09:20:00,271,9,11,161,20
2016-10-02 09:40:00,211,8,8,147,13
2016-10-02 10:00:00,130,8,0,159,15
2016-10-02 10:20:00,152,10,0,156,16
2016-10-02 10:40:00,194,10,10,111,19
2016-10-02 11:00:00,160,14,4,52,19
2016-10-02 11:20:00,154,10,12,56,14
2016-10-02 11:40:00,158,10,7,56,26
2016-10-02 12:00:00,146,14,9,84,17
2016-10-02 12:20:00,144,10,3,81,10
2016-10-02 12:40:00,172,7,4,101,15
2016-10-02 13:00:00,175,11,12,125,12
2016-10-02 13:20:00,193,19,9,161,18
2016-10-02 13:40:00,202,12,6,152,15
2016-10-02 14:00:00,158,14,5,158,11
2016-10-02 14:20:00,183,13,3,163,26
2016-10-02 14:40:00,183,11,9,175,17
2016-10-02 15:00:00,182,11,8,147,20
2016-10-02 15:20:00,170,14,6,150,18
2016-10-02 15:40:00,167,18,12,102,26
2016-10-02 16:00:00,162,12,13,86,10
2016-10-02 16:20:00,168,10,8,87,14
2016-10-02 16:40:00,127,14,8,94,19
2016-10-02 17:00:00,166,5,11,98,7
2016-10-02 17:20:00,132,18,10,100,18
2016-10-02 17:40:00,108,16,4,98,9
2016-10-02 18:00:00,97,14,2,80,8
2016-10-02 18:20:00,116,11,3,62,15
2016-10-02 18:40:00,77,9,2,67,5
2016-10-02 19:00:00,92,12,2,75,14
2016-10-02 19:20:00,90,6,7,76,9
2016-10-02 19:40:00,73,6,5,69,17
2016-10-02 20:00:00,82,5,4,61,17
2016-10-02 20:20:00,105,14,7,49,10
2016-10-02 20:40:00,77,6,1,59,12
2016-10-02 21:00:00,64,5,1,58,7
2016-10-02 21:20:00,46,4,1,64,9
2016-10-02 21:40:00,54,2,1,46,3
2016-10-02 22:00:00,57,0,1,33,6
2016-10-02 22:20:00,27,4,1,26,10
2016-10-02 22:40:00,31,5,0,22,8
2016-10-02 23:00:00,0,3,0,19,3
2016-10-02 23:20:00,13,3,0,19,2
2016-10-02 23:40:00,15,2,0,20,2
2016-10-03 00:00:00,22,29,0,17,29
2016-10-03 00:20:00,11,21,1,12,21
2016-10-03 00:40:00,9,14,0,18,24
2016-10-03 01:00:00,8,3,0,22,5
2016-10-03 01:20:00,9,1,0,25,3
2016-10-03 01:40:00,9,1,0,14,2
2016-10-03 02:00:00,8,4,0,13,3
2016-10-03 02:20:00,5,4,0,10,4
2016-10-03 02:40:00,5,2,0,14,3
2016-10-03 03:00:00,4,4,0,18,5
2016-10-03 03:20:00,12,4,0,9,3
2016-10-03 03:40:00,13,11,0,8,4
2016-10-03 04:00:00,14,8,0,19,4
2016-10-03 04:20:00,13,10,0,6,7
2016-10-03 04:40:00,11,12,0,17,8
2016-10-03 05:00:00,26,20,0,13,5
2016-10-03 05:20:00,19,12,2,12,5
2016-10-03 05:40:00,38,11,1,20,4
2016-10-03 06:00:00,34,15,0,36,6
2016-10-03 06:20:00,70,16,4,59,18
2016-10-03 06:40:00,75,21,2,59,18
2016-10-03 07:00:00,91,18,4,76,11
2016-10-03 07:20:00,110,18,2,105,13
2016-10-03 07:40:00,140,12,7,105,16
2016-10-03 08:00:00,189,15,8,131,15
2016-10-03 08:20:00,196,21,8,136,16
2016-10-03 08:40:00,204,15,6,139,20
2016-10-03 09:00:00,90,13,0,200,19
2016-10-03 09:20:00,183,17,0,155,23
2016-10-03 09:40:00,183,20,0,209,17
2016-10-03 10:00:00,170,11,0,177,13
2016-10-03 10:20:00,139,14,0,160,31
2016-10-03 10:40:00,119,8,0,143,23
2016-10-03 11:00:00,103,10,0,111,28
2016-10-03 11:20:00,189,11,7,93,25
2016-10-03 11:40:00,120,15,6,60,22
2016-10-03 12:00:00,133,15,5,62,22
2016-10-03 12:20:00,154,9,7,114,28
2016-10-03 12:40:00,165,10,6,123,31
2016-10-03 13:00:00,155,20,7,97,24
2016-10-03 13:20:00,179,14,12,87,26
2016-10-03 13:40:00,178,18,10,140,22
2016-10-03 14:00:00,183,18,8,139,31
2016-10-03 14:20:00,207,21,10,118,22
2016-10-03 14:40:00,176,18,13,118,28
2016-10-03 15:00:00,176,23,5,103,23
2016-10-03 15:20:00,181,17,8,109,37
2016-10-03 15:40:00,174,8,5,93,24
2016-10-03 16:00:00,147,11,4,109,23
2016-10-03 16:20:00,142,22,3,93,19
2016-10-03 16:40:00,105,13,8,90,22
2016-10-03 17:00:00,153,11,5,97,14
2016-10-03 17:20:00,116,15,7,96,9
2016-10-03 17:40:00,111,10,5,92,7
2016-10-03 18:00:00,111,7,3,79,12
2016-10-03 18:20:00,96,10,9,78,20
2016-10-03 18:40:00,84,11,4,72,11
2016-10-03 19:00:00,88,11,4,85,11
2016-10-03 19:20:00,89,5,2,62,8
2016-10-03 19:40:00,89,7,3,41,16
2016-10-03 20:00:00,75,9,5,50,10
2016-10-03 20:20:00,72,3,6,48,14
2016-10-03 20:40:00,72,11,3,42,11
2016-10-03 21:00:00,70,4,2,63,6
2016-10-03 21:20:00,69,5,4,52,10
2016-10-03 21:40:00,56,5,0,50,7
2016-10-03 22:00:00,36,2,1,23,2
2016-10-03 22:20:00,42,5,0,26,4
2016-10-03 22:40:00,40,6,0,25,10
2016-10-03 23:00:00,37,3,1,26,4
2016-10-03 23:20:00,20,5,2,21,1
2016-10-03 23:40:00,21,5,1,16,0
2016-10-04 00:00:00,10,29,1,20,46
2016-10-04 00:20:00,19,20,0,20,35
2016-10-04 00:40:00,14,19,0,16,28
2016-10-04 01:00:00,12,2,0,18,5
2016-10-04 01:20:00,10,2,0,28,0
2016-10-04 01:40:00,10,1,1,13,1
2016-10-04 02:00:00,7,5,0,12,3
2016-10-04 02:20:00,8,4,0,13,6
2016-10-04 02:40:00,6,3,0,19,3
2016-10-04 03:00:00,8,5,0,13,4
2016-10-04 03:20:00,10,4,0,15,4
2016-10-04 03:40:00,11,10,1,11,5
2016-10-04 04:00:00,7,9,0,14,6
2016-10-04 04:20:00,10,16,0,16,5
2016-10-04 04:40:00,13,12,0,9,3
2016-10-04 05:00:00,18,13,0,12,8
2016-10-04 05:20:00,27,20,1,18,8
2016-10-04 05:40:00,30,14,0,30,8
2016-10-04 06:00:00,40,12,0,34,6
2016-10-04 06:20:00,58,24,2,41,18
2016-10-04 06:40:00,82,27,2,90,11
2016-10-04 07:00:00,102,21,6,99,6
2016-10-04 07:20:00,123,24,5,94,15
2016-10-04 07:40:00,135,20,7,111,19
2016-10-04 08:00:00,175,26,4,123,15
2016-10-04 08:20:00,192,20,8,132,20
2016-10-04 08:40:00,215,23,8,171,35
2016-10-04 09:00:00,232,26,10,170,26
2016-10-04 09:20:00,207,20,9,149,25
2016-10-04 09:40:00,229,23,11,108,23
2016-10-04 10:00:00,241,11,14,109,17
2016-10-04 10:20:00,213,23,10,141,25
2016-10-04 10:40:00,224,27,10,139,20
2016-10-04 11:00:00,176,18,13,122,16
2016-10-04 11:20:00,164,18,11,112,16
2016-10-04 11:40:00,151,12,8,106,23
2016-10-04 12:00:00,140,15,13,117,22
2016-10-04 12:20:00,141,19,9,107,19
2016-10-04 12:40:00,167,22,5,134,27
2016-10-04 13:00:00,163,24,8,143,8
2016-10-04 13:20:00,173,25,16,147,26
2016-10-04 13:40:00,138,21,8,154,30
2016-10-04 14:00:00,191,22,15,162,23
2016-10-04 14:20:00,174,23,10,173,29
2016-10-04 14:40:00,196,16,21,149,25
2016-10-04 15:00:00,200,23,16,155,19
2016-10-04 15:20:00,215,20,12,149,28
2016-10-04 15:40:00,189,26,13,134,24
2016-10-04 16:00:00,199,25,19,133,16
2016-10-04 16:20:00,224,16,13,142,15
2016-10-04 16:40:00,216,19,12,170,20
2016-10-04 17:00:00,205,12,19,127,8
2016-10-04 17:20:00,193,18,15,95,7
2016-10-04 17:40:00,173,14,8,111,18
2016-10-04 18:00:00,131,14,6,112,15
2016-10-04 18:20:00,107,11,9,85,11
2016-10-04 18:40:00,111,11,7,94,7
2016-10-04 19:00:00,130,11,7,106,18
2016-10-04 19:20:00,115,9,5,77,12
2016-10-04 19:40:00,123,9,8,98,15
2016-10-04 20:00:00,109,4,7,63,9
2016-10-04 20:20:00,126,6,3,70,8
2016-10-04 20:40:00,86,11,6,65,10
2016-10-04 21:00:00,80,5,2,69,5
2016-10-04 21:20:00,52,10,5,56,7
2016-10-04 21:40:00,47,7,0,48,11
2016-10-04 22:00:00,45,6,1,31,3
2016-10-04 22:20:00,39,7,1,21,5
2016-10-04 22:40:00,27,3,3,25,6
2016-10-04 23:00:00,28,4,1,36,4
2016-10-04 23:20:00,16,6,0,34,5
2016-10-04 23:40:00,21,6,0,15,4
2016-10-05 00:00:00,31,33,0,18,41
2016-10-05 00:20:00,18,14,0,15,39
2016-10-05 00:40:00,16,17,0,17,15
2016-10-05 01:00:00,6,3,1,22,1
2016-10-05 01:20:00,12,4,1,27,2
2016-10-05 01:40:00,7,6,1,23,4
2016-10-05 02:00:00,9,5,0,18,5
2016-10-05 02:20:00,13,6,0,22,3
2016-10-05 02:40:00,3,5,0,22,2
2016-10-05 03:00:00,11,5,0,19,4
2016-10-05 03:20:00,5,8,0,12,1
2016-10-05 03:40:00,6,11,0,7,8
2016-10-05 04:00:00,10,5,1,17,1
2016-10-05 04:20:00,11,7,1,15,2
2016-10-05 04:40:00,22,14,2,14,13
2016-10-05 05:00:00,25,14,0,17,6
2016-10-05 05:20:00,23,18,0,16,5
2016-10-05 05:40:00,41,18,0,25,9
2016-10-05 06:00:00,43,18,2,40,13
2016-10-05 06:20:00,67,28,2,68,20
2016-10-05 06:40:00,86,26,0,87,14
2016-10-05 07:00:00,87,23,5,104,15
2016-10-05 07:20:00,102,20,4,105,14
2016-10-05 07:40:00,130,22,3,121,12
2016-10-05 08:00:00,130,16,12,150,20
2016-10-05 08:20:00,192,22,15,150,22
2016-10-05 08:40:00,182,24,10,157,24
2016-10-05 09:00:00,165,15,5,149,35
2016-10-05 09:20:00,188,29,14,170,34
2016-10-05 09:40:00,166,29,10,104,20
2016-10-05 10:00:00,179,19,2,120,16
2016-10-05 10:20:00,212,22,10,105,36
2016-10-05 10:40:00,223,12,15,153,28
2016-10-05 11:00:00,181,23,20,173,22
2016-10-05 11:20:00,180,14,11,140,28
2016-10-05 11:40:00,142,16,11,80,13
2016-10-05 12:00:00,173,22,10,89,29
2016-10-05 12:20:00,131,23,5,122,17
2016-10-05 12:40:00,167,32,8,150,25
2016-10-05 13:00:00,162,15,8,137,32
2016-10-05 13:20:00,177,23,13,140,35
2016-10-05 13:40:00,178,21,13,145,32
2016-10-05 14:00:00,222,12,22,135,32
2016-10-05 14:20:00,184,16,12,141,33
2016-10-05 14:40:00,198,22,18,184,32
2016-10-05 15:00:00,239,24,14,148,19
2016-10-05 15:20:00,217,17,11,191,18
2016-10-05 15:40:00,191,21,13,169,21
2016-10-05 16:00:00,253,18,20,175,29
2016-10-05 16:20:00,246,17,20,149,26
2016-10-05 16:40:00,205,19,19,176,14
2016-10-05 17:00:00,163,10,23,154,8
2016-10-05 17:20:00,179,16,16,129,16
2016-10-05 17:40:00,215,17,12,108,12
2016-10-05 18:00:00,189,12,10,111,10
2016-10-05 18:20:00,175,18,12,99,5
2016-10-05 18:40:00,128,10,5,99,9
2016-10-05 19:00:00,107,10,4,100,13
2016-10-05 19:20:00,162,2,0,68,13
2016-10-05 19:40:00,140,6,0,83,11
2016-10-05 20:00:00,152,10,9,94,12
