window_start,A-2,A-3,B-1,B-3,C-1,C-3
2016-08-09 06:20:00,52.1843,106.9000,210.8400,77.9600,0,0
2016-08-09 06:40:00,80.3183,145.5560,0,0,230.9400,0
2016-08-09 07:00:00,63.1660,235.6975,155.9400,132.5900,251.6000,0
2016-08-09 07:20:00,65.4356,164.0900,0,118.3833,0,196.4450
2016-08-09 07:40:00,53.7089,129.9040,0,159.3300,230.2600,0
2016-08-09 08:00:00,128.4125,163.1000,84.7100,106.8720,178.6200,143.2700
2016-08-09 08:20:00,71.4187,157.1425,0,80.3600,239.3900,242.5900
2016-08-09 08:40:00,0,242.9325,216.6350,0,420.5800,145.8800
2016-08-09 09:00:00,83.7875,362.0150,218.4700,153.5500,239.3100,0
2016-08-09 09:20:00,67.3235,311.5200,185.9050,0,147.7300,0
2016-08-09 09:40:00,65.4050,132.4500,0,142.5200,214.1600,203.4267
2016-08-09 10:00:00,90.3881,115.6575,125.1400,124.4667,240.8100,0
2016-08-09 10:20:00,62.6929,120.3875,0,156.6820,159.1500,0
2016-08-09 10:40:00,92.8711,147.5600,135.5150,77.2300,301.9400,0
2016-08-09 11:00:00,60.4290,137.8667,96.6400,102.1900,166.3100,0
2016-08-09 11:20:00,66.3418,113.5025,84.1650,128.6837,256.8350,0
2016-08-09 11:40:00,64.1650,0,0,108.0167,182.1120,0
2016-08-09 12:00:00,49.1870,211.7500,158.0200,127.0400,193.7750,0
2016-08-09 12:20:00,52.3406,112.0300,141.2900,99.2967,0,0
2016-08-09 12:40:00,67.5347,138.8817,88.9100,130.5533,183.4700,0
2016-08-09 13:00:00,57.2075,141.2420,86.3075,156.8050,200.2200,0
2016-08-09 13:20:00,56.3564,123.2433,115.3833,129.6525,180.6750,200.1133
2016-08-09 13:40:00,65.0614,108.8950,0,105.1729,190.2800,311.4700
2016-08-09 14:00:00,64.8090,131.7750,97.7050,115.5800,146.2600,199.6300
2016-08-09 14:20:00,45.0750,103.4467,130.1333,152.1700,150.5367,0
2016-08-09 14:40:00,60.4673,120.4500,0,129.0980,161.2887,181.4100
2016-08-09 15:00:00,66.6842,118.1600,0,229.6833,0,0
2016-08-09 15:20:00,63.1767,113.8325,227.9000,112.9800,226.1700,0
2016-08-09 15:40:00,70.8120,175.1933,0,120.6350,189.8100,0
2016-08-09 16:00:00,81.2125,116.8983,161.8800,116.5275,0,173.2100
2016-08-09 16:20:00,64.8790,122.6120,161.3400,148.3630,189.6000,0
2016-08-09 16:40:00,61.7540,139.7636,0,161.5967,162.8600,0
2016-08-09 17:00:00,66.6429,125.9400,0,141.9567,159.5000,0
2016-08-09 17:20:00,71.2700,140.1533,98.8300,180.5200,155.7300,252.9300
2016-08-09 17:40:00,73.0942,136.9250,0,107.0700,156.8033,180.5700
2016-08-09 18:00:00,84.8988,122.5767,0,73.6133,150.5100,120.8700
2016-08-09 18:20:00,47.7317,162.7300,0,111.0200,142.5200,0
2016-08-09 18:40:00,60.8200,102.2300,0,114.4175,211.4800,0
2016-08-09 19:00:00,54.4660,104.1900,134.5150,86.5120,0,270.6200
2016-08-09 19:20:00,69.9220,146.4375,0,71.4300,0,0
2016-08-09 19:40:00,143.5325,114.1667,0,113.0875,0,0
2016-08-09 20:00:00,90.9333,83.8850,0,0,0,0
2016-08-09 20:20:00,68.9838,116.3575,0,83.5650,0,0
2016-08-09 20:40:00,53.8560,0,0,223.2200,0,198.3100
2016-08-09 21:00:00,66.4950,111.0033,108.3500,158.3700,0,0
2016-08-09 21:20:00,76.8580,110.2400,0,0,276.5200,119.7600
2016-08-09 21:40:00,60.9783,0,95.1000,147.9467,196.6200,0
2016-08-09 22:00:00,68.0743,128.6133,0,84.7117,0,0
2016-08-09 22:20:00,59.8433,72.5900,0,140.0900,0,207.5100
2016-08-09 22:40:00,60.0320,65.7200,0,113.3600,0,0
2016-08-09 23:00:00,64.9900,87.0400,0,0,0,0
2016-08-09 23:20:00,67.1375,0,0,0,0,0
2016-08-09 23:40:00,34.2200,108.6900,0,0,229.7800,0
2016-08-10 00:00:00,56.8233,0,0,44.4100,0,0
2016-08-10 00:20:00,0,83.9500,0,0,0,0
2016-08-10 00:40:00,118.0200,116.6450,0,0,119.0600,0
2016-08-10 01:00:00,44.8800,167.2750,0,0,0,0
2016-08-10 01:20:00,0,67.4800,0,0,0,0
2016-08-10 02:00:00,0,85.3700,0,0,0,0
2016-08-10 02:20:00,80.7750,0,0,0,0,0
2016-08-10 03:00:00,48.5300,100.8300,0,567.3300,0,0
2016-08-10 03:20:00,58.4100,0,0,0,0,0
2016-08-10 03:40:00,144.4375,100.8000,88.2400,0,0,0
2016-08-10 04:00:00,58.9467,0,0,75.1800,0,0
2016-08-10 04:20:00,62.6400,79.8000,0,0,0,0
2016-08-10 04:40:00,66.2200,94.3900,0,0,0,0
2016-08-10 05:00:00,59.5650,0,0,96.7000,0,0
2016-08-10 05:20:00,47.2240,73.2600,0,128.3900,0,0
2016-08-10 05:40:00,39.5550,0,0,0,0,0
2016-08-10 06:00:00,49.5360,94.5700,0,0,191.7000,0
2016-08-10 06:20:00,69.6825,62.3000,0,111.4400,0,0
2016-08-10 06:40:00,100.7733,72.0450,23.1100,0,157.2700,0
2016-08-10 07:00:00,72.7457,150.8400,110.8300,168.4767,0,134.0500
2016-08-10 07:20:00,70.2640,142.3000,0,78.9600,126.5300,0
2016-08-10 07:40:00,71.9467,169.6857,0,146.4300,180.2200,0
2016-08-10 08:20:00,124.7400,0,0,0,0,0
2016-08-10 08:40:00,81.9557,144.8400,125.0500,114.9083,147.1433,217.8175
2016-08-10 09:00:00,80.5700,134.3175,0,0,0,0
2016-08-10 09:20:00,75.3780,114.3125,0,163.0640,128.9400,0
2016-08-10 09:40:00,69.0200,97.1775,0,140.1067,0,214.4800
2016-08-10 10:00:00,50.7700,95.5300,0,106.5200,0,0
2016-08-10 10:20:00,68.1133,200.4200,0,125.4825,146.3000,0
2016-08-10 10:40:00,51.4800,0,0,0,199.3900,0
2016-08-10 11:00:00,54.7271,135.0600,0,104.8100,135.2450,0
2016-08-10 11:20:00,40.3167,113.2020,135.8300,126.8237,129.7300,0
2016-08-10 11:40:00,42.0683,94.0175,156.0450,109.6700,189.8200,196.9000
2016-08-10 12:00:00,67.3963,146.6567,90.8800,101.6380,154.8425,0
2016-08-10 12:20:00,39.4686,0,0,119.4100,133.6600,0
2016-08-10 12:40:00,68.9609,94.8850,0,76.0533,0,169.3850
2016-08-10 13:00:00,63.5450,122.1533,110.9400,94.0620,176.9500,152.8100
2016-08-10 13:20:00,90.4025,111.5757,0,85.9000,204.3200,199.5300
2016-08-10 13:40:00,66.8870,161.3400,76.4500,130.2725,228.7000,217.2000
2016-08-10 14:00:00,56.9760,0,134.1800,109.9540,226.4300,190.9200
2016-08-10 14:20:00,79.8238,140.7100,50.8600,118.7433,164.6600,210.2900
2016-08-10 14:40:00,54.8636,114.2114,145.8900,99.9300,0,197.9300
2016-08-10 15:00:00,52.1167,113.6800,0,144.4240,0,0
2016-08-10 15:20:00,86.6169,121.6920,100.5300,123.0640,0,0
2016-08-10 15:40:00,64.8663,123.0600,115.2350,152.6900,0,226.2000
2016-08-10 16:00:00,81.1078,122.4825,109.9050,140.9633,158.0150,259.5900
2016-08-10 16:20:00,67.6340,142.4233,93.7400,154.6220,0,0
2016-08-10 16:40:00,69.1771,169.2243,92.4000,186.9760,0,240.8650
2016-08-10 17:00:00,77.5678,208.9650,0,128.3550,153.2200,302.3700
2016-08-10 17:20:00,52.8400,148.5600,19.4800,149.2375,0,0
2016-08-10 17:40:00,50.2214,147.9675,0,88.7800,0,0
2016-08-10 18:00:00,57.9313,126.9020,0,171.8067,0,0
2016-08-10 18:20:00,65.0600,200.6400,0,129.8178,0,265.0200
2016-08-10 18:40:00,88.3069,143.0033,0,120.5867,0,183.9000
2016-08-10 19:00:00,67.0417,99.5350,96.6200,136.9950,0,0
2016-08-10 19:20:00,106.2400,133.2550,0,92.8400,201.5800,125.0700
2016-08-10 19:40:00,186.0000,151.8875,136.0900,140.8000,0,0
2016-08-10 20:00:00,54.1475,78.7150,0,96.5025,0,0
2016-08-10 20:20:00,51.1700,0,0,103.0400,0,0
2016-08-10 20:40:00,60.3614,156.5433,0,57.9200,0,0
2016-08-10 21:00:00,77.8980,140.4100,0,155.9800,201.6100,0
2016-08-10 21:20:00,36.9420,0,0,109.7500,0,0
2016-08-10 21:40:00,51.1333,165.7600,0,0,0,0
2016-08-10 22:00:00,42.8250,74.6400,0,136.3400,0,0
2016-08-10 22:20:00,57.7657,84.3300,0,123.3200,0,0
2016-08-10 22:40:00,56.0467,98.1900,46.5000,0,0,0
2016-08-10 23:00:00,81.5300,92.5300,0,100.9100,0,196.7200
2016-08-10 23:20:00,31.6700,0,0,0,0,299.4000
2016-08-10 23:40:00,60.6150,140.4133,0,146.1600,0,0
2016-08-11 00:00:00,78.8200,127.2200,0,151.7400,0,0
2016-08-11 00:20:00,84.4867,0,0,90.9400,0,0
2016-08-11 01:00:00,22.5350,0,0,147.8100,0,0
2016-08-11 01:20:00,87.0400,0,0,0,0,0
2016-08-11 01:40:00,44.1800,0,0,0,0,0
2016-08-11 02:00:00,42.8700,0,0,0,0,0
2016-08-11 02:20:00,36.3600,0,0,146.3600,0,0
2016-08-11 02:40:00,59.2800,97.1600,0,0,0,0
2016-08-11 03:00:00,38.3200,0,0,166.6600,0,0
2016-08-11 03:20:00,127.1100,0,0,0,0,0
2016-08-11 03:40:00,99.7500,0,0,0,0,0
2016-08-11 04:00:00,53.4650,90.2300,0,0,0,0
2016-08-11 04:20:00,103.0267,97.0000,96.8500,0,0,0
2016-08-11 04:40:00,114.4114,0,0,0,0,0
2016-08-11 05:00:00,46.8200,290.2900,0,0,0,0
2016-08-11 05:20:00,50.0650,0,85.1500,76.1400,0,0
2016-08-11 05:40:00,51.7175,153.9367,0,115.8000,0,0
2016-08-11 06:00:00,42.9267,112.8025,111.3700,132.4400,0,0
2016-08-11 06:20:00,71.6800,124.7900,113.7300,0,131.0200,0
2016-08-11 06:40:00,49.7171,91.8750,97.0700,61.0300,126.8600,0
2016-08-11 07:00:00,62.0809,135.1775,130.1000,151.9800,0,197.2600
2016-08-11 07:20:00,49.6100,144.2450,0,119.5900,0,0
2016-08-11 07:40:00,82.0722,139.7417,0,146.7367,303.3500,0
2016-08-11 08:00:00,59.8633,159.2000,154.8500,38.5000,0,0
2016-08-11 08:20:00,51.2600,182.9500,0,168.3686,208.6600,0
2016-08-11 08:40:00,85.5067,177.0380,0,252.9850,0,0
2016-08-11 09:00:00,88.0191,291.0700,138.1800,292.6767,133.6500,384.0633
2016-08-11 09:20:00,87.3884,233.2450,80.5200,277.6000,212.2900,221.3500
2016-08-11 09:40:00,79.9344,154.0062,71.0200,194.1425,220.6650,126.3800
2016-08-11 10:00:00,67.4843,126.7078,106.1050,149.0633,0,221.1600
2016-08-11 10:20:00,85.3275,161.7843,131.7100,160.7100,131.1450,214.0300
2016-08-11 10:40:00,68.5023,140.4800,95.6500,174.2243,0,0
2016-08-11 11:00:00,70.7876,89.3600,0,145.0433,0,0
2016-08-11 11:20:00,105.7711,134.4650,0,121.7600,259.5600,0
2016-08-11 11:40:00,39.8075,106.4900,0,130.8567,166.4900,192.9300
2016-08-11 12:00:00,55.4957,132.2775,0,94.9000,148.0800,199.7100
2016-08-11 12:20:00,68.5938,96.4500,94.3400,161.8500,181.2100,168.7300
2016-08-11 12:40:00,47.0012,139.8780,61.8300,117.3133,0,108.0600
2016-08-11 13:00:00,49.3420,108.9867,0,105.3650,187.3700,115.6100
2016-08-11 13:20:00,68.1511,169.0950,0,0,184.4900,0
2016-08-11 13:40:00,53.3160,148.5233,105.7600,184.2233,227.5700,234.5500
2016-08-11 14:00:00,63.8450,92.9800,102.0767,90.7100,190.3800,140.4900
2016-08-11 14:20:00,67.2380,97.4450,118.6700,154.2900,0,167.8633
2016-08-11 14:40:00,70.1656,306.3525,0,158.7100,0,0
2016-08-11 15:00:00,58.0600,130.4375,0,160.5729,156.6500,0
2016-08-11 15:20:00,80.7437,96.6850,124.9400,0,0,154.1700
2016-08-11 15:40:00,54.0810,97.2040,0,78.0050,139.7200,0
2016-08-11 16:00:00,65.6839,103.5260,96.3800,148.1950,0,196.7800
2016-08-11 16:20:00,51.9000,193.6817,0,116.2000,223.2700,285.2800
2016-08-11 16:40:00,61.1271,97.0433,117.0500,90.4400,138.5000,0
2016-08-11 17:00:00,122.9733,174.1862,0,128.6200,226.4050,0
2016-08-11 17:20:00,77.4533,94.2555,178.0050,97.6050,0,269.2200
2016-08-11 17:40:00,69.3011,149.4300,0,123.8175,0,202.3100
2016-08-11 18:00:00,63.7971,147.6600,84.6400,140.0271,0,184.7300
2016-08-11 18:20:00,63.7122,116.9650,0,131.2167,0,177.9000
2016-08-11 18:40:00,57.0100,122.3017,93.9200,100.4733,0,169.8600
2016-08-11 19:00:00,103.6040,112.5500,0,148.7343,0,183.6100
2016-08-11 19:20:00,82.9450,124.2867,0,0,173.0800,0
2016-08-11 19:40:00,70.5120,139.6525,0,78.7200,0,0
2016-08-11 20:00:00,57.6300,83.7700,0,156.9567,0,0
2016-08-11 20:20:00,60.2050,93.8900,0,80.4000,0,0
2016-08-11 20:40:00,49.0375,78.4500,0,0,0,0
2016-08-11 21:00:00,60.8500,74.7200,0,0,202.6500,0
2016-08-11 21:20:00,71.5933,109.4650,0,71.8550,279.7500,104.0700
2016-08-11 21:40:00,48.6614,128.9867,0,0,0,0
2016-08-11 22:00:00,58.9975,0,0,116.3250,0,154.6500
2016-08-11 22:20:00,66.3000,92.4850,0,59.7500,0,0
2016-08-11 22:40:00,76.2200,0,0,0,0,0
2016-08-11 23:00:00,55.3300,100.8533,0,91.9800,0,0
2016-08-11 23:20:00,73.5133,0,0,131.0500,0,200.1800
2016-08-12 00:00:00,39.0300,65.3200,0,94.4533,0,0
2016-08-12 00:40:00,46.4300,148.7300,0,102.3150,0,0
2016-08-12 01:20:00,31.0300,125.5700,0,0,0,0
2016-08-12 02:00:00,74.6600,0,0,0,0,0
2016-08-12 02:20:00,50.3000,92.9250,0,96.1800,0,206.7600
2016-08-12 02:40:00,48.3800,83.0900,0,0,0,0
2016-08-12 03:40:00,58.5600,0,0,0,0,0
2016-08-12 04:00:00,103.0800,60.0000,0,0,0,0
2016-08-12 04:20:00,55.7000,0,0,0,0,0
2016-08-12 04:40:00,111.5400,0,0,0,0,0
2016-08-12 05:00:00,52.9733,90.7250,0,69.8100,268.7300,0
2016-08-12 05:20:00,64.8067,0,0,0,0,0
2016-08-12 05:40:00,51.6640,0,0,76.1000,0,0
2016-08-12 06:00:00,40.7133,59.7400,96.8500,97.3650,0,0
2016-08-12 06:20:00,57.4486,87.7700,0,103.3175,0,0
2016-08-12 06:40:00,47.1533,133.8600,110.9367,122.0425,0,0
2016-08-12 07:00:00,56.7300,84.5967,208.7100,87.2100,141.9100,0
2016-08-12 07:20:00,49.9800,132.7750,114.1700,66.2633,0,0
2016-08-12 07:40:00,68.6120,131.6550,0,0,201.0700,217.2800
2016-08-12 08:00:00,71.2650,129.9300,149.3700,100.2340,0,0
2016-08-12 08:20:00,76.4260,177.1229,0,141.0733,0,0
2016-08-12 08:40:00,73.2381,195.9060,94.3950,141.1200,127.3400,0
2016-08-12 09:00:00,64.5100,181.9000,96.5800,202.9633,0,173.3200
2016-08-12 09:20:00,59.5112,156.2633,0,177.7400,158.7550,204.7700
2016-08-12 09:40:00,51.0685,112.3733,118.8900,156.1233,0,0
2016-08-12 10:00:00,61.5500,157.2633,160.4700,0,210.2600,184.4800
2016-08-12 10:20:00,74.4611,105.8533,191.3200,132.8200,0,0
2016-08-12 10:40:00,44.3114,172.1400,83.9900,85.2700,0,0
2016-08-12 11:00:00,63.9645,102.4567,0,134.5500,173.6500,166.3400
2016-08-12 11:20:00,51.2760,110.7000,27.8700,70.5600,0,0
2016-08-12 11:40:00,47.3925,94.4480,87.8800,116.4660,0,271.2333
2016-08-12 12:00:00,63.3700,108.5250,0,87.6450,194.8800,0
2016-08-12 12:20:00,49.3122,84.6800,90.2000,137.5867,0,0
2016-08-12 12:40:00,59.5423,114.5900,0,116.4575,0,226.6200
2016-08-12 13:00:00,81.6269,165.9500,91.7500,138.7333,0,231.4700
2016-08-12 13:20:00,61.0850,140.9162,94.9800,151.5400,125.4400,280.9700
2016-08-12 13:40:00,67.1167,108.4133,127.5300,80.8500,272.0200,202.4500
2016-08-12 14:00:00,64.3967,130.5325,141.4700,80.6750,0,186.0200
2016-08-12 14:20:00,94.6600,117.8750,168.5600,151.4725,0,194.0900
2016-08-12 14:40:00,53.8375,110.8267,161.8300,105.8300,0,0
2016-08-12 15:00:00,53.3600,105.2067,0,102.3000,199.7400,0
2016-08-12 15:20:00,58.4878,82.4700,0,145.4888,0,200.3400
2016-08-12 15:40:00,72.7220,102.8050,0,166.0700,0,233.1100
2016-08-12 16:00:00,75.0117,170.3820,0,179.7550,0,204.5600
2016-08-12 16:20:00,68.8158,100.3640,0,128.2600,177.4000,192.6700
2016-08-12 16:40:00,74.0929,109.3080,87.2500,111.6625,0,181.8550
2016-08-12 17:00:00,67.2175,137.3936,193.6100,133.5300,0,230.3400
2016-08-12 17:20:00,88.1141,158.5383,0,115.5350,0,108.8400
2016-08-12 17:40:00,66.7171,170.6310,0,188.7433,0,0
2016-08-12 18:00:00,102.1932,126.4886,0,168.6050,166.4100,0
2016-08-12 18:20:00,79.0733,125.2400,0,126.7800,0,0
2016-08-12 18:40:00,97.4681,141.7000,0,179.7900,0,218.0450
2016-08-12 19:00:00,102.3291,247.6667,0,152.0600,232.1700,0
2016-08-12 19:20:00,91.8040,107.8700,0,177.9733,0,114.1950
2016-08-12 19:40:00,46.1512,170.4100,0,171.5150,0,0
2016-08-12 20:00:00,73.0569,109.3660,0,145.4200,0,178.3700
2016-08-12 20:20:00,62.6227,148.6400,113.6000,0,0,0
2016-08-12 20:40:00,52.8067,0,0,0,0,0
2016-08-12 21:00:00,0,109.4625,0,79.5000,184.5300,0
2016-08-12 21:20:00,77.9833,0,154.2400,100.7033,0,0
2016-08-12 21:40:00,79.0333,125.9050,0,129.4433,0,0
2016-08-12 22:00:00,66.6513,117.6400,0,111.2700,0,0
2016-08-12 22:20:00,50.3000,114.0950,0,0,166.1800,0
2016-08-12 22:40:00,23.4900,0,0,0,0,0
2016-08-12 23:00:00,43.1600,107.1500,0,0,0,162.2200
2016-08-12 23:20:00,63.3667,109.3050,0,66.5900,0,0
2016-08-12 23:40:00,200.1900,0,0,0,0,0
2016-08-13 00:00:00,94.4733,81.5000,0,197.4400,0,0
2016-08-13 00:20:00,0,0,119.3500,0,0,0
2016-08-13 00:40:00,49.1300,91.9700,0,0,0,0
2016-08-13 01:00:00,37.3800,0,0,0,0,180.4200
2016-08-13 01:20:00,64.8300,0,0,0,0,0
2016-08-13 01:40:00,56.2150,0,0,0,0,0
2016-08-13 02:00:00,59.5800,77.5900,0,0,0,0
2016-08-13 02:20:00,72.2800,88.0450,0,73.7500,177.5700,0
2016-08-13 02:40:00,35.5100,0,0,0,0,0
2016-08-13 03:00:00,74.4100,0,0,0,0,0
2016-08-13 03:40:00,40.2200,0,0,0,0,0
2016-08-13 04:20:00,79.5267,99.2800,0,0,0,0
2016-08-13 04:40:00,57.6900,0,0,0,0,0
2016-08-13 05:00:00,58.6875,54.9800,78.7200,0,91.5200,0
2016-08-13 05:20:00,142.8625,92.7200,0,0,0,0
2016-08-13 05:40:00,0,0,73.0000,0,0,0
2016-08-13 06:00:00,56.0800,83.3300,0,139.2400,0,0
2016-08-13 06:20:00,33.6600,96.9400,0,145.2833,0,0
2016-08-13 06:40:00,57.8189,155.7900,0,139.0500,0,0
2016-08-13 07:00:00,64.1578,177.2750,58.0600,112.2300,0,0
2016-08-13 07:20:00,67.3717,84.4567,70.6300,89.9057,134.2800,229.9800
2016-08-13 07:40:00,84.1244,136.3750,75.9200,109.7775,0,0
2016-08-13 08:00:00,71.1894,107.7333,141.8450,92.8667,0,0
2016-08-13 08:20:00,124.4786,154.9475,113.7000,167.5900,166.3933,216.7100
2016-08-13 08:40:00,120.4454,102.6567,133.8150,147.1667,0,220.2400
2016-08-13 09:00:00,101.3610,146.5800,0,177.4100,238.6300,0
2016-08-13 09:20:00,53.3080,0,0,0,0,0
2016-08-13 09:40:00,18.9700,0,0,0,0,0
2016-08-13 10:00:00,16.7300,0,0,0,0,0
2016-08-13 10:40:00,145.5500,0,0,0,0,0
2016-08-13 11:00:00,0,0,0,33.6900,0,0
2016-08-13 11:40:00,140.0950,0,61.7600,188.3900,0,136.5600
2016-08-13 12:00:00,41.8120,105.3380,0,60.1750,0,0
2016-08-13 12:20:00,43.6417,115.5750,153.5300,177.9583,0,0
2016-08-13 12:40:00,58.3109,120.0940,0,167.6600,0,0
2016-08-13 13:00:00,55.3557,99.3600,0,187.8633,0,177.5125
2016-08-13 13:20:00,55.5538,144.1700,90.0300,130.0650,0,151.8300
2016-08-13 13:40:00,58.6792,86.9200,0,111.6287,0,53.7200
2016-08-13 14:00:00,68.7118,106.5800,0,143.4883,232.0100,298.6767
2016-08-13 14:20:00,68.0045,110.7500,133.4100,128.6975,0,259.3900
2016-08-13 14:40:00,46.4520,96.6450,0,96.3100,170.8300,233.6200
2016-08-13 15:00:00,50.3475,115.3175,0,104.8525,0,210.2975
2016-08-13 15:20:00,59.2767,132.4867,56.9100,136.9833,0,0
2016-08-13 15:40:00,50.0980,102.6367,0,156.7900,0,0
2016-08-13 16:00:00,80.6060,133.8900,0,0,156.2850,0
2016-08-13 16:20:00,92.9300,0,110.3900,123.0533,0,0
2016-08-13 16:40:00,48.6717,161.8600,0,136.8050,142.2600,0
2016-08-13 17:00:00,70.1525,129.1400,0,111.9600,0,0
2016-08-13 17:20:00,62.0355,120.1125,0,0,0,0
2016-08-13 17:40:00,72.7817,130.0450,0,128.7437,0,338.1200
2016-08-13 18:00:00,51.0833,94.1100,0,112.5900,0,0
2016-08-13 18:20:00,67.6088,137.6460,0,129.5050,0,0
2016-08-13 18:40:00,37.9440,96.9333,0,168.1100,0,0
2016-08-13 19:00:00,96.2925,85.7700,91.4300,134.8200,0,218.1600
2016-08-13 19:20:00,59.2986,143.3800,0,155.0450,201.4300,305.7400
2016-08-13 19:40:00,73.7200,102.3633,78.3800,81.1100,0,0
2016-08-13 20:00:00,67.1100,108.4225,0,81.9800,0,165.4600
2016-08-13 20:20:00,73.6375,149.6100,96.6400,118.8400,196.4300,264.3300
2016-08-13 20:40:00,54.8767,119.1467,0,0,263.7500,0
2016-08-13 21:00:00,49.8150,88.4267,0,114.2450,0,0
2016-08-13 21:20:00,43.5700,101.5867,0,122.8550,0,352.6800
2016-08-13 21:40:00,77.7500,157.7975,0,135.3700,0,0
2016-08-13 22:00:00,38.2750,120.3250,0,0,0,0
2016-08-13 22:20:00,33.3100,0,0,123.4050,0,260.8000
2016-08-13 22:40:00,48.6500,79.0500,0,0,0,0
2016-08-13 23:00:00,59.2050,92.1150,0,108.3100,0,0
2016-08-13 23:20:00,0,0,0,111.7500,0,0
2016-08-13 23:40:00,33.5900,0,0,124.6000,0,0
2016-08-14 00:00:00,50.6250,69.2500,0,84.7400,0,0
2016-08-14 00:20:00,39.5400,0,0,0,0,0
2016-08-14 00:40:00,53.6000,0,0,0,0,0
2016-08-14 01:00:00,44.4600,76.6900,0,69.9000,0,0
2016-08-14 01:40:00,0,119.0100,0,0,0,0
2016-08-14 02:00:00,59.7750,0,0,0,0,0
2016-08-14 02:40:00,0,109.6900,0,0,0,0
2016-08-14 03:40:00,0,77.0200,0,158.7100,0,0
2016-08-14 04:00:00,35.5800,0,0,0,0,0
2016-08-14 04:20:00,48.7300,0,0,0,0,0
2016-08-14 04:40:00,0,88.8100,0,0,0,0
2016-08-14 05:00:00,41.7233,0,0,166.7100,0,0
2016-08-14 05:20:00,54.6400,0,0,0,0,0
2016-08-14 05:40:00,54.2000,91.3567,0,0,158.2400,0
2016-08-14 06:00:00,38.3050,0,0,174.0300,0,0
2016-08-14 06:20:00,63.5550,66.6250,0,71.1200,0,155.3400
2016-08-14 06:40:00,45.9020,117.2400,100.5000,162.0700,133.8833,0
2016-08-14 07:00:00,62.6925,121.0750,134.2450,168.2100,121.2950,167.3900
2016-08-14 07:20:00,40.3088,118.0717,140.0550,51.8300,134.3800,125.6200
2016-08-14 07:40:00,46.1800,110.7800,72.7200,133.8350,133.0800,189.1600
2016-08-14 08:00:00,85.9733,108.1550,110.7050,134.5233,158.5700,156.3600
2016-08-14 08:20:00,73.9343,110.6175,0,94.5900,0,242.2450
2016-08-14 08:40:00,89.4525,195.7567,0,132.1033,0,0
2016-08-14 09:00:00,65.4745,117.6425,120.5767,176.0025,163.2700,198.1500
2016-08-14 09:20:00,91.2914,117.9360,0,159.1367,0,232.4900
2016-08-14 09:40:00,93.4343,117.3600,0,0,0,0
2016-08-14 10:00:00,0,0,0,0,136.0000,0
2016-08-14 10:40:00,0,0,0,0,0,127.7500
2016-08-14 11:20:00,54.0400,126.9500,0,92.8767,135.1400,0
2016-08-14 11:40:00,65.2463,99.1833,0,142.1900,107.0600,213.4567
2016-08-14 12:00:00,56.8483,120.5982,97.8500,109.4050,198.9500,138.9600
2016-08-14 12:20:00,88.1690,127.0800,92.8200,76.1300,0,199.6725
2016-08-14 12:40:00,78.5755,107.1943,0,146.1870,0,242.7600
2016-08-14 13:00:00,38.7340,119.0500,114.9600,111.9080,157.5400,113.1000
2016-08-14 13:20:00,62.4633,118.7200,0,106.2240,0,112.0300
2016-08-14 13:40:00,69.2833,118.2350,0,138.0925,170.9150,182.7733
2016-08-14 14:00:00,80.1560,269.6350,0,135.1400,176.3100,163.4033
2016-08-14 14:20:00,51.6700,0,0,128.5500,0,116.5200
2016-08-14 14:40:00,0,0,0,172.4800,0,199.2100
2016-08-14 15:00:00,58.5200,84.5150,0,0,0,0
2016-08-14 15:20:00,59.9100,0,0,0,0,0
2016-08-14 15:40:00,50.6650,297.1800,0,0,0,0
2016-08-14 16:00:00,0,0,0,0,0,203.6400
2016-08-14 16:40:00,43.8867,0,234.5200,0,0,0
2016-08-14 17:00:00,52.9300,0,0,211.9200,145.6700,0
2016-08-14 17:20:00,77.0167,70.4400,0,0,0,0
2016-08-14 17:40:00,105.9433,125.5300,0,124.0800,174.4200,0
2016-08-14 18:00:00,47.5920,90.3150,126.4100,145.5131,0,211.5050
2016-08-14 18:20:00,84.4640,121.1000,0,111.2237,0,154.9700
2016-08-14 18:40:00,84.8625,141.3020,74.0800,110.9160,0,0
2016-08-14 19:00:00,49.0900,151.6600,0,0,175.0100,0
2016-08-14 19:20:00,51.7200,123.6267,0,123.5067,0,0
2016-08-14 19:40:00,69.2800,99.8400,0,102.3500,0,226.9900
2016-08-14 20:00:00,54.6337,96.4500,0,100.1167,0,0
2016-08-14 20:20:00,105.1333,164.3750,0,162.5200,0,169.8400
2016-08-14 20:40:00,43.0400,0,0,0,299.9100,0
2016-08-14 21:00:00,43.0580,129.3200,0,70.0600,0,0
2016-08-14 21:20:00,48.1825,111.3775,0,0,0,0
2016-08-14 21:40:00,55.5300,119.7167,0,0,158.3200,0
2016-08-14 22:00:00,46.4000,138.8400,0,0,0,142.3000
2016-08-14 22:20:00,69.8467,97.1100,0,100.8500,0,0
2016-08-14 22:40:00,49.4800,206.4200,0,0,0,0
2016-08-14 23:00:00,60.2633,0,0,126.2200,0,0
2016-08-14 23:20:00,52.2050,136.2500,0,106.9950,0,0
2016-08-14 23:40:00,34.1200,113.5900,0,106.4300,0,0
2016-08-15 00:00:00,71.6250,0,0,119.1650,0,0
2016-08-15 00:20:00,0,88.9100,73.3500,100.3100,0,0
2016-08-15 00:40:00,0,89.5600,0,0,0,0
